,10K,10Q,8K,cik,exchanges,firm_name,fiscal_end,sic_code,sic_description,tickers
5113,1.0,1.0,1.0,0001856437,['NYSE'],Victoria's Secret & Co.,0128,5621,Retail-Women's Clothing Stores,['VSCO']
5114,1.0,1.0,1.0,0001679268,['Nasdaq'],"MAMMOTH ENERGY SERVICES, INC.",1231,1389,"Oil & Gas Field Services, NEC",['TUSK']
5115,1.0,1.0,1.0,0001839839,['NYSE'],"Janus International Group, Inc.",0101,3442,"Metal Doors, Sash, Frames, Moldings & Trim",['JBI']
5116,1.0,1.0,1.0,0000876883,['Nasdaq'],Stagwell Inc,1231,7311,Services-Advertising Agencies,['STGW']
5117,0.0,0.0,0.0,0001859392,[''],Galaxy Digital Inc.,1231,6211,"Security Brokers, Dealers & Flotation Companies",['GLXY']
5118,1.0,1.0,1.0,0001366868,['NYSE'],"Globalstar, Inc.",1231,4899,"Communications Services, NEC",['GSAT']
5119,1.0,1.0,1.0,0000785786,['Nasdaq'],PLEXUS CORP,1001,3672,Printed Circuit Boards,['PLXS']
5120,1.0,1.0,1.0,0001593034,['OTC'],Endo International plc,1231,2834,Pharmaceutical Preparations,['ENDPQ']
5121,0.0,0.0,0.0,0000863678,['OTC'],GOLDCLIFF RESOURCE CORP,1031,,,['GCFFF']
5122,0.0,0.0,0.0,0001889823,"['', 'OTC']",KWESST Micro Systems Inc.,0930,7372,Services-Prepackaged Software,"['KWE', 'KWEMF']"
5123,0.0,0.0,0.0,0001852024,['OTC'],Grayscale Livepeer Trust (LPT),1231,,,['GLIV']
5124,1.0,1.0,1.0,0001007587,['Nasdaq'],KVH INDUSTRIES INC \DE\,1231,3663,Radio & Tv Broadcasting & Communications Equipment,['KVHI']
5125,1.0,1.0,1.0,0001841258,"['Nasdaq', 'Nasdaq', 'Nasdaq']",European Biotech Acquisition Corp.,1231,6770,Blank Checks,"['EBAC', 'EBACU', 'EBACW']"
5126,1.0,1.0,1.0,0001633978,['Nasdaq'],Lumentum Holdings Inc.,0702,3669,"Communications Equipment, NEC",['LITE']
5127,0.0,0.0,0.0,0001509646,['NYSE'],Phoenix New Media Ltd,,4833,Television Broadcasting Stations,['FENG']
5128,1.0,1.0,1.0,0001015739,['Nasdaq'],AWARE INC /MA/,1231,7372,Services-Prepackaged Software,['AWRE']
5129,0.0,0.0,0.0,0001849812,[''],Haymaker Acquisition Corp. IV,1231,6770,Blank Checks,['HYIV']
5130,1.0,1.0,1.0,0001399249,['NYSE'],"Pzena Investment Management, Inc.",1231,6282,Investment Advice,['PZN']
5131,1.0,1.0,1.0,0001722271,['Nasdaq'],"Akouos, Inc.",1231,2834,Pharmaceutical Preparations,['AKUS']
5132,1.0,1.0,1.0,0001437925,['Nasdaq'],"Golden Matrix Group, Inc.",1031,7372,Services-Prepackaged Software,['GMGI']
5133,1.0,1.0,1.0,0001131554,"['Nasdaq', 'Nasdaq']",SYNCHRONOSS TECHNOLOGIES INC,1231,7371,Services-Computer Programming Services,"['SNCR', 'SNCRL']"
5134,1.0,1.0,1.0,0001043509,['NYSE'],SONIC AUTOMOTIVE INC,1231,5500,Retail-Auto Dealers & Gasoline Stations,['SAH']
5135,1.0,1.0,1.0,0001643953,['Nasdaq'],"Purple Innovation, Inc.",1231,2510,Household Furniture,['PRPL']
5136,1.0,1.0,1.0,0001156039,['NYSE'],"Elevance Health, Inc.",1231,6324,Hospital & Medical Service Plans,['ELV']
5137,1.0,1.0,1.0,0001437476,['OTC'],Green Stream Holdings Inc.,0430,6500,Real Estate,['GSFI']
5138,0.0,0.0,0.0,0001654795,['NYSE'],Brookfield Business Partners L.P.,1231,1700,Construction - Special Trade Contractors,['BBU']
5139,1.0,1.0,1.0,0001427925,['Nasdaq'],ACELRX PHARMACEUTICALS INC,1231,2834,Pharmaceutical Preparations,['ACRX']
5140,1.0,1.0,1.0,0001783180,['NYSE'],CARRIER GLOBAL Corp,1231,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,['CARR']
5141,1.0,1.0,1.0,0001838814,"['NYSE', 'NYSE', 'NYSE']",Juniper II Corp.,1231,6770,Blank Checks,"['JUN', 'JUN-UN', 'JUN-WT']"
5142,1.0,0.0,1.0,0001893311,['Nasdaq'],CORPHOUSING GROUP INC.,1231,6500,Real Estate,['CHG']
5143,1.0,1.0,1.0,0000745308,['NYSE'],ST JOE Co,1231,6552,Land Subdividers & Developers (No Cemeteries),['JOE']
5144,1.0,1.0,1.0,0001628908,['NYSE'],"Evolent Health, Inc.",1231,8741,Services-Management Services,['EVH']
5145,1.0,1.0,1.0,0001103833,['OTC'],"Crown Equity Holdings, Inc.",1231,5734,Retail-Computer & Computer Software Stores,['CRWE']
5146,0.0,0.0,0.0,0001000184,"['NYSE', 'OTC']",SAP SE,1231,7372,Services-Prepackaged Software,"['SAP', 'SAPGF']"
5147,1.0,1.0,1.0,0001383701,['Nasdaq'],Histogen Inc.,1231,2834,Pharmaceutical Preparations,['HSTO']
5148,1.0,1.0,1.0,0001140102,['Nasdaq'],"HireQuest, Inc.",1231,7363,Services-Help Supply Services,['HQI']
5149,0.0,0.0,0.0,0001892500,"['', 'OTC', 'OTC']",Clearmind Medicine Inc.,0731,2834,Pharmaceutical Preparations,"['CMND', 'CMNDF', 'CMNDD']"
5150,0.0,0.0,0.0,0001875091,"['Nasdaq', 'Nasdaq']",NeuroSense Therapeutics Ltd.,1231,2834,Pharmaceutical Preparations,"['NRSN', 'NRSNW']"
5151,0.0,0.0,0.0,0001794350,['NYSE'],Yalla Group Ltd,1231,7370,"Services-Computer Programming, Data Processing, Etc.",['YALA']
5152,1.0,1.0,1.0,0000091668,['OTC'],SOLITRON DEVICES INC,0228,3674,Semiconductors & Related Devices,['SODI']
5153,1.0,1.0,1.0,0001650739,['OTC'],"Ajia Innogroup Holdings, Ltd.",0630,7200,Services-Personal Services,['AJIA']
5154,1.0,1.0,1.0,0001218683,['Nasdaq'],Mawson Infrastructure Group Inc.,1231,7374,Services-Computer Processing & Data Preparation,['MIGI']
5155,1.0,1.0,1.0,0001465740,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",TWO HARBORS INVESTMENT CORP.,1231,6798,Real Estate Investment Trusts,"['TWO', 'TWO-PC', 'TWO-PA', 'TWO-PB']"
5156,1.0,1.0,1.0,0000813716,['OTC'],CIRTRAN CORP,1231,2080,Beverages,['CIRX']
5157,1.0,1.0,1.0,0001002910,['NYSE'],AMEREN CORP,1231,4931,Electric & Other Services Combined,['AEE']
5158,1.0,1.0,1.0,0000093205,['OTC'],"LIVING 3D HOLDINGS, INC.",1231,3674,Semiconductors & Related Devices,['LTDH']
5159,0.0,0.0,1.0,0001496292,['NYSE'],Voya Emerging Markets High Dividend Equity Fund,0228,,,['IHD']
5160,1.0,1.0,1.0,0001752036,['Nasdaq'],California BanCorp,1231,6022,State Commercial Banks,['CALB']
5161,1.0,1.0,1.0,0001443388,['OTC'],GREEN HYGIENICS HOLDINGS INC.,0731,1000,Metal Mining,['GRYN']
5162,1.0,1.0,1.0,0001842566,"['Nasdaq', 'Nasdaq', 'Nasdaq']",BYTE Acquisition Corp.,1231,6770,Blank Checks,"['BYTS', 'BYTSW', 'BYTSU']"
5163,1.0,1.0,1.0,0001362190,['Nasdaq'],AUDIOEYE INC,1231,7372,Services-Prepackaged Software,['AEYE']
5164,0.0,0.0,0.0,0001706145,['OTC'],1933 Industries Inc.,0731,,,['TGIFF']
5165,1.0,1.0,1.0,0001022671,['Nasdaq'],STEEL DYNAMICS INC,1231,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",['STLD']
5166,0.0,0.0,0.0,0001768259,['NYSE'],Gaotu Techedu Inc.,1231,8200,Services-Educational Services,['GOTU']
5167,1.0,1.0,1.0,0001036262,['NYSE'],INTEST CORP,1231,3825,Instruments For Meas & Testing of  Electricity & Elec Signals,['INTT']
5168,0.0,0.0,0.0,0001160330,"['NYSE', 'NYSE']",BANK BRADESCO,,6022,State Commercial Banks,"['BBD', 'BBDO']"
5169,1.0,1.0,1.0,0000094344,['NYSE'],STEWART INFORMATION SERVICES CORP,1231,6361,Title Insurance,['STC']
5170,0.0,0.0,0.0,0001862979,[''],VERDANT EARTH TECHNOLOGIES LTD,0630,4911,Electric Services,['VDNT']
5171,1.0,1.0,1.0,0001856525,['NYSE'],"Core & Main, Inc.",1231,5099,"Wholesale-Durable Goods, NEC",['CNM']
5172,1.0,1.0,1.0,0001141197,['NYSE'],PEDEVCO CORP,1231,1311,Crude Petroleum & Natural Gas,['PED']
5173,1.0,1.0,1.0,0000720875,['Nasdaq'],DYNATRONICS CORP,0630,3841,Surgical & Medical Instruments & Apparatus,['DYNT']
5174,1.0,1.0,1.0,0001576873,['OTC'],AMERICAN BATTERY TECHNOLOGY Co,0630,1000,Metal Mining,['ABML']
5175,1.0,1.0,1.0,0001849280,"['NYSE', 'NYSE', 'NYSE']","G Squared Ascend II, Inc.",1231,6770,Blank Checks,"['GSQB', 'GSQB-UN', 'GSQB-WT']"
5176,1.0,1.0,1.0,0001689084,['OTC'],Qrons Inc.,1231,2836,"Biological Products, (No Diagnostic Substances)",['QRON']
5177,1.0,1.0,1.0,0001119643,['OTC'],NUTRA PHARMA CORP,1231,2833,Medicinal Chemicals & Botanical Products,['NPHC']
5178,1.0,1.0,1.0,0000855658,['Nasdaq'],LATTICE SEMICONDUCTOR CORP,1231,3674,Semiconductors & Related Devices,['LSCC']
5179,0.0,0.0,1.0,0000894351,['NYSE'],WESTERN ASSET MUNICIPAL PARTNERS FUND INC.,1130,,,['MNP']
5180,1.0,1.0,1.0,0001317839,[''],Umatrin Holding Ltd,1231,7389,"Services-Business Services, NEC",['UMHL']
5181,1.0,1.0,1.0,0001375205,['NYSE'],UR-ENERGY INC,1231,1040,Gold and Silver Ores,['URG']
5182,0.0,0.0,0.0,0001811942,['OTC'],Fire & Flower Holdings Corp.,0131,,,['FFLWF']
5183,1.0,1.0,1.0,0001556179,['OTC'],"Rocky Mountain Industrials, Inc.",0331,7380,Services-Miscellaneous Business Services,['RMRI']
5184,1.0,1.0,1.0,0000014707,['NYSE'],CALERES INC,0128,3140,"Footwear, (No Rubber)",['CAL']
5185,1.0,1.0,1.0,0001045609,"['NYSE', 'OTC']","Prologis, Inc.",1231,6798,Real Estate Investment Trusts,"['PLD', 'PLDGP']"
5186,1.0,1.0,1.0,0001883983,"['Nasdaq', 'Nasdaq']",VISION SENSING ACQUISITION CORP.,1231,6770,Blank Checks,"['VSAC', 'VSACW']"
5187,0.0,0.0,0.0,0001810200,[''],ONS Acquisition Corp.,1231,6770,Blank Checks,['ONS']
5188,1.0,1.0,1.0,0000098222,"['NYSE', 'NYSE', 'OTC', 'NYSE', 'NYSE']",TIDEWATER INC,1231,4400,Water Transportation,"['TDW', 'TDW-WTA', 'TDGMW', 'TDW-WTB', 'TDW-WT']"
5189,0.0,0.0,1.0,0001375340,['NYSE'],"Cohen & Steers Closed-End Opportunity Fund, Inc.",1231,,,['FOF']
5190,1.0,1.0,1.0,0001724521,['NYSE'],"Arcus Biosciences, Inc.",1231,2834,Pharmaceutical Preparations,['RCUS']
5191,1.0,1.0,1.0,0001019034,['Nasdaq'],BIO KEY INTERNATIONAL INC,1231,7372,Services-Prepackaged Software,['BKYI']
5192,1.0,1.0,1.0,0000356171,['Nasdaq'],TRICO BANCSHARES /,1231,6022,State Commercial Banks,['TCBK']
5193,0.0,0.0,0.0,0001853232,[''],Peridot Acquisition Corp. III,1231,6770,Blank Checks,['PRDT']
5194,1.0,1.0,1.0,0001487712,"['NYSE', 'NYSE']",AIR LEASE CORP,1231,7359,"Services-Equipment Rental & Leasing, NEC","['AL', 'AL-PA']"
5195,1.0,1.0,1.0,0001318220,['NYSE'],"Waste Connections, Inc.",1231,4953,Refuse Systems,['WCN']
5196,1.0,1.0,1.0,0001606698,['Nasdaq'],"ALPINE 4 HOLDINGS, INC.",1231,3669,"Communications Equipment, NEC",['ALPP']
5197,1.0,1.0,1.0,0001046025,['Nasdaq'],HERITAGE FINANCIAL CORP /WA/,1231,6036,"Savings Institutions, Not Federally Chartered",['HFWA']
5198,0.0,0.0,0.0,0001898766,[''],Trio Petroleum Corp.,1231,1311,Crude Petroleum & Natural Gas,['TPET']
5199,1.0,1.0,1.0,0001477815,['NYSE'],"Sweetgreen, Inc.",1231,5812,Retail-Eating  Places,['SG']
5200,1.0,1.0,1.0,0001832371,"['Nasdaq', 'Nasdaq', 'Nasdaq']",Velocity Acquisition Corp.,1231,5961,Retail-Catalog & Mail-Order Houses,"['VELO', 'VELOU', 'VELOW']"
5201,1.0,1.0,1.0,0001460329,['Nasdaq'],"Fluent, Inc.",1231,7310,Services-Advertising,['FLNT']
5202,0.0,0.0,0.0,0001859795,"['Nasdaq', 'OTC']",NOVONIX Ltd,0630,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies","['NVX', 'NVNXF']"
5203,1.0,1.0,1.0,0001745931,[''],JS BEAUTY LAND NETWORK TECHNOLOGY INC,1231,5944,Retail-Jewelry Stores,['JSBL']
5204,1.0,1.0,1.0,0000086115,['NYSE'],SAFEGUARD SCIENTIFICS INC,1231,6799,"Investors, NEC",['SFE']
5205,1.0,1.0,1.0,0001437071,"['NYSE', 'NYSE', 'NYSE']",Invesco Mortgage Capital Inc.,1231,6798,Real Estate Investment Trusts,"['IVR', 'IVR-PB', 'IVR-PC']"
5206,1.0,1.0,1.0,0001700357,['OTC'],Crank Media Inc,1231,7372,Services-Prepackaged Software,['CRKM']
5207,1.0,1.0,1.0,0001769624,"['Nasdaq', 'Nasdaq', 'Nasdaq']",AGBA Acquisition Ltd,,6282,Investment Advice,"['AGBA', 'AGBAW', 'AGBAR']"
5208,0.0,0.0,1.0,0001390195,['NYSE'],abrdn Global Premier Properties Fund,1031,,,['AWP']
5209,1.0,1.0,1.0,0001123494,['Nasdaq'],HARVARD BIOSCIENCE INC,1231,3826,Laboratory Analytical Instruments,['HBIO']
5210,1.0,1.0,1.0,0001801368,['NYSE'],MP Materials Corp. / DE,1231,1000,Metal Mining,['MP']
5211,0.0,0.0,0.0,0001834026,"['NYSE', 'NYSE']",Gold Royalty Corp.,0930,1040,Gold and Silver Ores,"['GROY', 'GROY-WT']"
5212,0.0,0.0,0.0,0001045520,['NYSE'],CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,1031,6029,"Commercial Banks, NEC",['CM']
5213,1.0,1.0,1.0,0000715957,['NYSE'],"DOMINION ENERGY, INC",1231,4911,Electric Services,['D']
5214,1.0,1.0,1.0,0001773383,['NYSE'],"Dynatrace, Inc.",0331,7372,Services-Prepackaged Software,['DT']
5215,1.0,1.0,1.0,0001158420,['Nasdaq'],Green Giant Inc.,0930,6500,Real Estate,['GGE']
5216,1.0,1.0,1.0,0000766829,['NYSE'],SJW GROUP,1231,4941,Water Supply,['SJW']
5217,1.0,1.0,1.0,0001780201,['Nasdaq'],"Lulu's Fashion Lounge Holdings, Inc.",0102,5961,Retail-Catalog & Mail-Order Houses,['LVLU']
5218,1.0,1.0,1.0,0001017303,['Nasdaq'],TRANSACT TECHNOLOGIES INC,1231,3577,"Computer Peripheral Equipment, NEC",['TACT']
5219,1.0,1.0,1.0,0001737927,['Nasdaq'],Canopy Growth Corp,0331,2833,Medicinal Chemicals & Botanical Products,['CGC']
5220,0.0,0.0,1.0,0001287498,['NYSE'],Eaton Vance Short Duration Diversified Income Fund,1031,,,['EVG']
5221,1.0,1.0,1.0,0001620179,"['Nasdaq', 'Nasdaq']","Exela Technologies, Inc.",1231,7389,"Services-Business Services, NEC","['XELA', 'XELAP']"
5222,1.0,1.0,1.0,0001571123,['NYSE'],Science Applications International Corp,0203,7373,Services-Computer Integrated Systems Design,['SAIC']
5223,0.0,0.0,0.0,0000880892,['NYSE'],Invesco Trust for Investment Grade Municipals,1031,,,['VGM']
5224,0.0,0.0,0.0,0001875496,[''],"YanGuFang International Group Co., Ltd",1231,2000,Food and Kindred Products,['YGF']
5225,0.0,0.0,0.0,0001565025,['NYSE'],AMBEV S.A.,1231,2080,Beverages,['ABEV']
5226,0.0,0.0,0.0,0000938323,"['NYSE', 'OTC']",PEARSON PLC,1231,2731,Books: Publishing or  Publishing & Printing,"['PSO', 'PSORF']"
5227,1.0,1.0,1.0,0001144546,['OTC'],"HFactor, Inc.",1231,4813,Telephone Communications (No Radiotelephone),['HWTR']
5228,0.0,0.0,0.0,0001610520,['NYSE'],UBS Group AG,1231,6021,National Commercial Banks,['UBS']
5229,0.0,0.0,0.0,0001600520,"['OTC', 'OTC']","Japan Exchange Group, Inc./ADR",,,,"['JPXGY', 'OSCUF']"
5230,1.0,1.0,1.0,0000940942,['Nasdaq'],"Hub Group, Inc.",1231,4731,Arrangement of  Transportation of  Freight & Cargo,['HUBG']
5231,1.0,1.0,1.0,0001689657,['Nasdaq'],"Berkeley Lights, Inc.",1231,3826,Laboratory Analytical Instruments,['BLI']
5232,1.0,1.0,1.0,0001029744,['Nasdaq'],SONIC FOUNDRY INC,0930,3663,Radio & Tv Broadcasting & Communications Equipment,['SOFO']
5233,1.0,1.0,1.0,0001054274,['OTC'],"Adynxx, Inc.",1231,3841,Surgical & Medical Instruments & Apparatus,['ADYX']
5234,1.0,1.0,1.0,0001036848,['NYSE'],Mega Matrix Corp.,1231,7359,"Services-Equipment Rental & Leasing, NEC",['MTMT']
5235,1.0,1.0,1.0,0001134982,[''],PREVENTION INSURANCE COM,0430,6411,"Insurance Agents, Brokers & Service",['PVNC']
5236,1.0,1.0,1.0,0001166708,['OTC'],"Brownie's Marine Group, Inc",1231,3949,"Sporting & Athletic Goods, NEC",['BWMG']
5237,0.0,0.0,0.0,0001879270,[''],Cannaisseur Group Inc.,1231,2833,Medicinal Chemicals & Botanical Products,['TCGI']
5238,1.0,1.0,1.0,0001413754,[''],MARIZYME INC,1231,2834,Pharmaceutical Preparations,['MRZM']
5239,1.0,1.0,1.0,0001846163,"['Nasdaq', 'Nasdaq', 'Nasdaq']",Tio Tech A,1231,6770,Blank Checks,"['TIOA', 'TIOAW', 'TIOAU']"
5240,1.0,1.0,1.0,0000070145,['NYSE'],NATIONAL FUEL GAS CO,0930,4924,Natural Gas Distribution,['NFG']
5241,0.0,0.0,0.0,0001849296,['Nasdaq'],OKYO Pharma Ltd,,2836,"Biological Products, (No Diagnostic Substances)",['OKYO']
5242,1.0,1.0,1.0,0000793306,['OTC'],BLUE DOLPHIN ENERGY CO,1231,1311,Crude Petroleum & Natural Gas,['BDCO']
5243,1.0,1.0,1.0,0001625101,['Nasdaq'],"Pulse Biosciences, Inc.",1231,3841,Surgical & Medical Instruments & Apparatus,['PLSE']
5244,1.0,1.0,1.0,0000100826,"['', 'OTC', 'OTC', 'OTC', 'OTC']",UNION ELECTRIC CO,1231,4911,Electric Services,"['UELMO', 'UEPEP', 'UEPEO', 'UEPEN', 'UEPCO']"
5245,1.0,1.0,1.0,0001587523,['NYSE'],Knowles Corp,1231,3651,Household Audio & Video Equipment,['KN']
5246,1.0,1.0,1.0,0001763950,['Nasdaq'],Lantern Pharma Inc.,1231,2834,Pharmaceutical Preparations,['LTRN']
5247,1.0,1.0,1.0,0001476204,['Nasdaq'],"Phillips Edison & Company, Inc.",1231,6798,Real Estate Investment Trusts,['PECO']
5248,1.0,0.0,1.0,0001881551,"['Nasdaq', 'Nasdaq']",Nubia Brand International Corp.,1231,6770,Blank Checks,"['NUBI', 'NUBIW']"
5249,1.0,1.0,1.0,0000811156,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",CMS ENERGY CORP,1231,4931,Electric & Other Services Combined,"['CMS', 'CMSA', 'CMS-PC', 'CMSC', 'CMSD']"
5250,0.0,0.0,0.0,0001668438,['Nasdaq'],Integrated Media Technology Ltd,1231,3651,Household Audio & Video Equipment,['IMTE']
5251,1.0,1.0,1.0,0000920990,['OTC'],METRO ONE TELECOMMUNICATIONS INC,1231,4899,"Communications Services, NEC",['WOWI']
5252,1.0,1.0,1.0,0000726958,['Nasdaq'],CASEYS GENERAL STORES INC,0430,5500,Retail-Auto Dealers & Gasoline Stations,['CASY']
5253,1.0,1.0,1.0,0001703644,"['NYSE', 'NYSE']",Granite Point Mortgage Trust Inc.,1231,6798,Real Estate Investment Trusts,"['GPMT', 'GPMT-PA']"
5254,1.0,1.0,1.0,0000900075,['Nasdaq'],COPART INC,0731,5500,Retail-Auto Dealers & Gasoline Stations,['CPRT']
5255,1.0,1.0,1.0,0001521951,['Nasdaq'],"FIRST BUSINESS FINANCIAL SERVICES, INC.",1231,6022,State Commercial Banks,['FBIZ']
5256,1.0,0.0,0.0,0001875746,[''],"Entertainment Holdings, Inc./OK",0630,6770,Blank Checks,['XRXH']
5257,1.0,1.0,1.0,0000826675,"['NYSE', 'NYSE']",DYNEX CAPITAL INC,1231,6798,Real Estate Investment Trusts,"['DX', 'DX-PC']"
5258,0.0,0.0,0.0,0001625414,['Nasdaq'],Baozun Inc.,1231,5961,Retail-Catalog & Mail-Order Houses,['BZUN']
5259,1.0,1.0,1.0,0001067294,['Nasdaq'],"CRACKER BARREL OLD COUNTRY STORE, INC",0729,5812,Retail-Eating  Places,['CBRL']
5260,1.0,1.0,1.0,0001573221,['Nasdaq'],"TheRealReal, Inc.",1231,5900,Retail-Miscellaneous Retail,['REAL']
5261,0.0,0.0,0.0,0001336364,['OTC'],Giga Metals Corp,1231,1000,Metal Mining,['HNCKF']
5262,1.0,1.0,1.0,0001832737,"['Nasdaq', 'Nasdaq', 'Nasdaq']",Tishman Speyer Innovation Corp. II,1231,6770,Blank Checks,"['TSIB', 'TSIBU', 'TSIBW']"
5263,0.0,0.0,0.0,0001842966,[''],Guggenheim Special Purpose Acquisition Corp. I,1231,6770,Blank Checks,['GGI']
5264,1.0,1.0,1.0,0000926844,['OTC'],Fuss Brands Corp.,1031,2834,Pharmaceutical Preparations,['FBDS']
5265,1.0,1.0,1.0,0001538789,['OTC'],Just Energy Group Inc.,0331,4924,Natural Gas Distribution,['JENGQ']
5266,1.0,1.0,1.0,0001891101,['NYSE'],BRC Inc.,1231,2080,Beverages,['BRCC']
5267,1.0,1.0,1.0,0000055067,['NYSE'],KELLOGG CO,1231,2040,Grain Mill Products,['K']
5268,1.0,1.0,1.0,0001427437,['NYSE'],"ENTERGY TEXAS, INC.",1231,4911,Electric Services,['ETI-P']
5269,1.0,1.0,1.0,0000093751,"['NYSE', 'NYSE', 'NYSE']",STATE STREET CORP,1231,6022,State Commercial Banks,"['STT', 'STT-PD', 'STT-PG']"
5270,0.0,0.0,0.0,0001341170,['Nasdaq'],EUROSEAS LTD.,,4412,Deep Sea Foreign Transportation of  Freight,['ESEA']
5271,1.0,1.0,1.0,0001776197,['Nasdaq'],AKUMIN INC.,1231,8071,Services-Medical Laboratories,['AKU']
5272,1.0,1.0,1.0,0001276531,[''],"SCIENTIFIC ENERGY, INC",1231,6794,Patent Owners & Lessors,['SCGY']
5273,1.0,1.0,1.0,0001624985,['OTC'],Tribal Rides International Corp.,1231,6531,Real Estate Agents & Managers (For Others),['XNDA']
5274,0.0,0.0,0.0,0001073404,['NYSE'],GERDAU S.A.,1231,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",['GGB']
5275,0.0,0.0,0.0,0001849853,['NYSE'],Stevanato Group S.p.A.,,3221,Glass Containers,['STVN']
5276,0.0,0.0,0.0,0001233087,['NYSE'],FRANKLIN LTD DURATION INCOME TRUST,1231,,,['FTF']
5277,1.0,1.0,1.0,0001044777,['Nasdaq'],OneSpan Inc.,1231,7373,Services-Computer Integrated Systems Design,['OSPN']
5278,0.0,1.0,1.0,0001068618,['OTC'],"Good Vibrations Shoes, Inc.",1231,2800,Chemicals & Allied Products,['GVSI']
5279,1.0,1.0,1.0,0001015328,"['Nasdaq', 'Nasdaq', 'Nasdaq']",WINTRUST FINANCIAL CORP,1231,6022,State Commercial Banks,"['WTFC', 'WTFCM', 'WTFCP']"
5280,1.0,1.0,1.0,0000894081,['Nasdaq'],"Air Transport Services Group, Inc.",1231,4513,Air Courier Services,['ATSG']
5281,1.0,1.0,1.0,0001753373,['OTC'],INKY INC.,1130,7374,Services-Computer Processing & Data Preparation,['INKI']
5282,1.0,1.0,1.0,0001784254,['Nasdaq'],Mediaco Holding Inc.,1231,4832,Radio Broadcasting Stations,['MDIA']
5283,1.0,1.0,1.0,0001137091,['OTC'],"POWER SOLUTIONS INTERNATIONAL, INC.",1231,3510,Engines & Turbines,['PSIX']
5284,1.0,1.0,1.0,0001061069,['NYSE'],AVALON HOLDINGS CORP,1231,4953,Refuse Systems,['AWX']
5285,0.0,0.0,0.0,0001345099,"['Nasdaq', 'OTC']",MESOBLAST LTD,0630,2836,"Biological Products, (No Diagnostic Substances)","['MESO', 'MEOBF']"
5286,1.0,1.0,1.0,0001013706,['Nasdaq'],"Wilhelmina International, Inc.",1231,8742,Services-Management Consulting Services,['WHLM']
5287,1.0,1.0,1.0,0001016504,['OTC'],INTEGRATED BIOPHARMA INC,0630,2834,Pharmaceutical Preparations,['INBP']
5288,1.0,1.0,1.0,0000849401,['OTC'],"ADM TRONICS UNLIMITED, INC.",0331,3845,Electromedical & Electrotherapeutic Apparatus,['ADMT']
5289,1.0,1.0,1.0,0001289490,['NYSE'],Extra Space Storage Inc.,1231,6798,Real Estate Investment Trusts,['EXR']
5290,1.0,1.0,1.0,0000075594,['OTC'],PACIFICORP /OR/,1231,4911,Electric Services,['PPWLO']
5291,1.0,1.0,1.0,0001659559,[''],Jialijia Group Corp Ltd,1231,5090,Wholesale-Misc Durable Goods,['RZZN']
5292,1.0,1.0,1.0,0001293971,['Nasdaq'],"bluebird bio, Inc.",1231,2836,"Biological Products, (No Diagnostic Substances)",['BLUE']
5293,1.0,1.0,1.0,0001131903,['OTC'],SPECTRAL CAPITAL Corp,1231,7374,Services-Computer Processing & Data Preparation,['FCCN']
5294,1.0,0.0,1.0,0001922639,['OTC'],Permex Petroleum Corp,0930,1381,Drilling Oil & Gas Wells,['OILCF']
5295,1.0,1.0,1.0,0001820566,"['Nasdaq', 'Nasdaq']",Inspirato Inc,1231,6770,Blank Checks,"['ISPO', 'ISPOW']"
5296,0.0,0.0,0.0,0001038143,"['NYSE', 'OTC']",ORANGE,1231,4813,Telephone Communications (No Radiotelephone),"['ORAN', 'FNCTF']"
5297,1.0,1.0,1.0,0001472494,['NYSE'],"United States Brent Oil Fund, LP",1231,6221,Commodity Contracts Brokers & Dealers,['BNO']
5298,1.0,1.0,1.0,0001592058,['NYSE'],Party City Holdco Inc.,1231,5900,Retail-Miscellaneous Retail,['PRTY']
5299,0.0,0.0,0.0,0001804469,"['Nasdaq', 'Nasdaq']","Guardforce AI Co., Ltd.",1231,7381,"Services-Detective, Guard & Armored Car Services","['GFAI', 'GFAIW']"
5300,0.0,0.0,0.0,0001786286,['Nasdaq'],Draganfly Inc.,1231,3721,Aircraft,['DPRO']
5301,1.0,1.0,1.0,0001841425,"['Nasdaq', 'Nasdaq', 'Nasdaq']",CENAQ Energy Corp.,1231,2860,Industrial Organic Chemicals,"['CENQ', 'CENQU', 'CENQW']"
5302,1.0,1.0,1.0,0001556753,['OTC'],"3D PIONEER SYSTEMS, INC.",0630,7372,Services-Prepackaged Software,['DPSM']
5303,1.0,1.0,1.0,0001728328,['Nasdaq'],InMed Pharmaceuticals Inc.,0630,2834,Pharmaceutical Preparations,['INM']
5304,0.0,0.0,0.0,0001794311,['OTC'],"Branded Legacy, Inc.",1231,2080,Beverages,['BLEG']
5305,1.0,1.0,1.0,0001082554,['Nasdaq'],UNITED THERAPEUTICS Corp,1231,2834,Pharmaceutical Preparations,['UTHR']
